"Specimen Number","Species ID","Group","Family","Scientific Name","Common Name","Country","State","County","Locality","Latitude","Longitude","Source","Accuracy","Drainage Name","HUC 8 Number","Year","Month","Day","Status","Comments","record_type","disposal","Museum_Cat_No","fresh_marine_intro","Reference 1","Type 1","Date 1","Author 1","Title 1","Publisher 1","Location 1","Reference 2","Type 2","Date 2","Author 2","Title 2","Publisher 2","Location 2","Reference 3","Type 3","Date 3","Author 3","Title 3","Publisher 3","Location 3","Reference 4","Type 4","Date 4","Author 4","Title 4","Publisher 4","Location 4","Reference 5","Type 5","Date 5","Author 5","Title 5","Publisher 5","Location 5","Reference 6","Type 6","Date 6","Author 6","Title 6","Publisher 6","Location 6"
"876472","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NY","Cortland","Tully Lake at sampling station F7GB","42.7746","-76.1355","reported","Accurate","Chenango","02050102","1994","7","24","established","","Literature","","","Freshwater","27764","Database","2015","United States Environmental Protection Agency","Environmental Monitoring and Assessment Program (EMAP) Northeast Lakes 1991-1994.","United States Environmental Protection Agency","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1406530","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NY","Delaware","East Branch Delaware R. at Hancock, at eddy below R.R. bridge","41.9522","-75.2827","reported","Accurate","East Branch Delaware","02040102","1960","7","11","established","Data from GBIF data index - original values","Specimen","Cornell University Museum of Vertebrates ichthyology collection","CUMV 35512","Freshwater","26212","Database","2013","GBIF","Global Biodiversity Information Facility (GBIF) Database.","Global Biodiversity Information Facility","","25928","Database","2013","Cornell University Museum of Vertebrates.","Cornell University Museum of Vertebrates ichthyology collection. Accessed through GBIF data portal, <a href=""http://data.gbif.org/datasets/resource/14900"" target=""_blank"">http://data.gbif.org/datasets/resource/14900</a>","Cornell University Museum of Vertebrates.","Ithaca, NY","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1711114","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NY","Montgomery","Schoharie Creek Near Wellsville NY","42.87893","-74.27818","reported","Accurate","Schoharie","02020005","2019","7","18","","","Literature","","","Freshwater","40197","Database","2021","George, S.D., B.P. Baldigo, and D.R. Winterhalter","Fish community and substrate data from tributaries to the Mohawk River","U.S. Geolgical Survey","","40198","Report","2023","George, S.D., D.R. Winterhalter, and B.P. Baldigo","Survey of fish communities in tributaries to the Mohawk River, New York, 2019: U.S. Geological Survey Scientific Investigations Report 2022&ndash;5121","U.S. Geological Survey","Reston, VA","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1711121","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NY","Montgomery","Caroga Creek Near Fort Plain NY","42.97109","-74.59778","reported","Accurate","Mohawk","02020004","2019","7","26","","","Literature","","","Freshwater","40197","Database","2021","George, S.D., B.P. Baldigo, and D.R. Winterhalter","Fish community and substrate data from tributaries to the Mohawk River","U.S. Geolgical Survey","","40198","Report","2023","George, S.D., D.R. Winterhalter, and B.P. Baldigo","Survey of fish communities in tributaries to the Mohawk River, New York, 2019: U.S. Geological Survey Scientific Investigations Report 2022&ndash;5121","U.S. Geological Survey","Reston, VA","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1711127","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NY","Montgomery","Cayadutta Creek below Commons Rd Berryville NY","42.96138","-74.41247","reported","Accurate","Mohawk","02020004","2019","8","1","","","Literature","","","Freshwater","40197","Database","2021","George, S.D., B.P. Baldigo, and D.R. Winterhalter","Fish community and substrate data from tributaries to the Mohawk River","U.S. Geolgical Survey","","40198","Report","2023","George, S.D., D.R. Winterhalter, and B.P. Baldigo","Survey of fish communities in tributaries to the Mohawk River, New York, 2019: U.S. Geological Survey Scientific Investigations Report 2022&ndash;5121","U.S. Geological Survey","Reston, VA","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"876469","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NY","Oneida","Delta Reservoir at sampling station F11G","43.29167","-75.44306","reported","Accurate","Mohawk","02020004","1992","7","11","established","","Literature","","","Freshwater","27764","Database","2015","United States Environmental Protection Agency","Environmental Monitoring and Assessment Program (EMAP) Northeast Lakes 1991-1994.","United States Environmental Protection Agency","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"876465","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NY","Oneida","Delta Reservoir at sampling station F16G","43.29167","-75.44306","reported","Accurate","Mohawk","02020004","1992","7","11","established","","Literature","","","Freshwater","27764","Database","2015","United States Environmental Protection Agency","Environmental Monitoring and Assessment Program (EMAP) Northeast Lakes 1991-1994.","United States Environmental Protection Agency","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"876477","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NY","Oneida","Delta Reservoir at sampling station F14G","43.29167","-75.44306","reported","Accurate","Mohawk","02020004","1992","7","11","established","","Literature","","","Freshwater","27764","Database","2015","United States Environmental Protection Agency","Environmental Monitoring and Assessment Program (EMAP) Northeast Lakes 1991-1994.","United States Environmental Protection Agency","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"876466","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NY","Oneida","Delta Reservoir at sampling station F12G","43.29167","-75.44306","reported","Accurate","Mohawk","02020004","1992","7","11","established","","Literature","","","Freshwater","27764","Database","2015","United States Environmental Protection Agency","Environmental Monitoring and Assessment Program (EMAP) Northeast Lakes 1991-1994.","United States Environmental Protection Agency","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"876475","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NY","Oneida","Delta Reservoir at sampling station F2G","43.29167","-75.44306","reported","Accurate","Mohawk","02020004","1992","7","11","established","","Literature","","","Freshwater","27764","Database","2015","United States Environmental Protection Agency","Environmental Monitoring and Assessment Program (EMAP) Northeast Lakes 1991-1994.","United States Environmental Protection Agency","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"876457","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NY","Oneida","Delta Reservoir at sampling station F17G","43.29167","-75.44306","reported","Accurate","Mohawk","02020004","1992","7","11","established","","Literature","","","Freshwater","27764","Database","2015","United States Environmental Protection Agency","Environmental Monitoring and Assessment Program (EMAP) Northeast Lakes 1991-1994.","United States Environmental Protection Agency","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"39640","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NY","Orange","Delaware River at Port Jervis","41.370883","-74.695358","Map derived","Accurate","Middle Delaware-Mongaup-Brodhead","02040104","1889","5","9","failed","","Literature","","","Freshwater","408","Report","1892","Ford, H.C., H.C. Demuth, G.H. Welshons, S.B. Stillwel, L. Streuber, and W.L. Powell.","Report of the Fish Commissioners for the years 1889-1891.","Edwin K Meyers, State Printer","Harrisburg, PA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1406536","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NY","Queens","new york","40.667","-73.833","reported","Accurate","Sandy Hook-Staten Island","02030104","1815","","","established","Data from GBIF data index - original values","Specimen","Muséum National d'Histoire Naturelle ichthyology collection","MNHN 0000-6618","Freshwater","26212","Database","2013","GBIF","Global Biodiversity Information Facility (GBIF) Database.","Global Biodiversity Information Facility","","25956","Database","2013","Muséum National d'Histoire Naturelle","Mus&eacute;um National d&#39;Histoire Naturelle ichthyology collection. Accessed through GBIF data portal, <a href=""http://data.gbif.org/datasets/resource/14130"" target=""_blank"">http://data.gbif.org/datasets/resource/14130</a>","Muséum National d'Histoire Naturelle","Paris, France","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1406537","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NY","Queens","new york","40.667","-73.833","reported","Accurate","Sandy Hook-Staten Island","02030104","1815","","","established","Data from GBIF data index - original values","Specimen","Muséum National d'Histoire Naturelle ichthyology collection","A-7702","Freshwater","26212","Database","2013","GBIF","Global Biodiversity Information Facility (GBIF) Database.","Global Biodiversity Information Facility","","25956","Database","2013","Muséum National d'Histoire Naturelle","Mus&eacute;um National d&#39;Histoire Naturelle ichthyology collection. Accessed through GBIF data portal, <a href=""http://data.gbif.org/datasets/resource/14130"" target=""_blank"">http://data.gbif.org/datasets/resource/14130</a>","Muséum National d'Histoire Naturelle","Paris, France","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"39641","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NY","Sullivan","Delaware River at Callicoon","41.765614","-75.061769","Map derived","Accurate","Upper Delaware","02040101","1890","5","4","failed","","Literature","","","Freshwater","408","Report","1892","Ford, H.C., H.C. Demuth, G.H. Welshons, S.B. Stillwel, L. Streuber, and W.L. Powell.","Report of the Fish Commissioners for the years 1889-1891.","Edwin K Meyers, State Printer","Harrisburg, PA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"39637","831","Fishes","Percidae","Sander vitreus","Walleye","United States of America","NY","Sullivan","Delaware River at Callicoon","41.765614","-75.061769","Map derived","Accurate","Upper Delaware","02040101","1889","5","9","failed","","Literature","","","Freshwater","408","Report","1892","Ford, H.C., H.C. Demuth, G.H. Welshons, S.B. Stillwel, L. Streuber, and W.L. Powell.","Report of the Fish Commissioners for the years 1889-1891.","Edwin K Meyers, State Printer","Harrisburg, PA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
